restaurant_id,rest_name,category ,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
429,justo in hac,Vietnamese,expensive,manhattan,8:38 AM,1,true
430,porttitor lorem id,Italian,expensive,brooklyn,4:07 AM,5,false
431,suspendisse,Spanish,cheap,bronx,6:19 PM,3,true
432,turpis eget,Vegan,expensive,bronx,1:42 PM,5,false
433,curabitur,Chinese,cheap,bronx,6:33 PM,3,false
434,scelerisque,Vegan,cheap,manhattan,4:37 AM,3,true
435,justo aliquam quis,Vegan,expensive,staten_island,2:46 PM,4,false
436,in lectus,African,cheap,staten_island,2:33 PM,5,false
437,metus,Japanese,expensive,brooklyn,1:07 AM,4,false
438,ut odio cras,Japanese,cheap,queens,5:36 AM,5,true
439,commodo vulputate,Indian,expensive,manhattan,2:23 AM,4,false
440,orci,Mexican,medium,manhattan,8:47 PM,2,true
441,ultrices phasellus id,Mediterranean,cheap,bronx,8:24 AM,1,false
442,purus eu magna,Indian,cheap,queens,9:55 AM,1,true
443,cras in,Vegetarian,expensive,brooklyn,3:50 AM,4,false
444,turpis donec,Middle Eastern,expensive,brooklyn,3:11 PM,5,true
445,ultricies eu,Caribbean,medium,staten_island,11:06 AM,2,true
446,pede morbi,Vegan,cheap,bronx,8:35 AM,2,true
447,magna at,Italian,expensive,bronx,3:53 PM,1,false
448,sed augue aliquam,Vegan,expensive,staten_island,12:59 AM,5,true
449,dui luctus,Mexican,cheap,brooklyn,5:58 PM,1,true
450,suscipit nulla elit,Vietnamese,cheap,staten_island,8:46 PM,1,true
451,libero quis,Mexican,cheap,queens,11:37 PM,1,false
452,cubilia,French,cheap,manhattan,3:23 AM,2,true
453,nibh in quis,Vegetarian,medium,staten_island,1:27 PM,1,false
454,odio cras mi,Middle Eastern,expensive,queens,5:23 AM,4,true
455,libero rutrum ac,Vegan,expensive,staten_island,9:53 PM,4,false
456,lectus,Greek,expensive,staten_island,2:08 AM,3,true
457,magna at nunc,Thai,cheap,bronx,12:03 AM,4,true
458,blandit,American,cheap,brooklyn,5:27 AM,5,false
459,tortor duis,Greek,medium,staten_island,3:13 AM,2,false
460,neque duis,American,expensive,brooklyn,9:49 PM,3,false
461,curae nulla dapibus,Korean,medium,staten_island,4:07 AM,1,false
462,blandit,Vietnamese,medium,brooklyn,4:14 AM,3,false
463,justo aliquam quis,Japanese,cheap,brooklyn,12:54 AM,3,false
464,aliquam erat volutpat,African,expensive,bronx,9:21 PM,3,true
465,felis,Mediterranean,medium,queens,7:54 PM,5,true
466,curae duis faucibus,Mexican,expensive,brooklyn,3:10 AM,1,false
467,congue etiam,Korean,expensive,manhattan,3:10 AM,2,true
468,ultrices vel,French,medium,queens,11:31 PM,1,false
469,dis parturient,Korean,expensive,staten_island,11:18 PM,4,false
470,in faucibus,Brazilian,medium,bronx,5:54 AM,2,true
471,at,Caribbean,expensive,brooklyn,2:08 AM,5,true
472,vestibulum,Spanish,cheap,brooklyn,7:44 AM,5,false
473,vel lectus,Chinese,medium,bronx,4:35 AM,2,false
474,in,Thai,medium,brooklyn,7:29 AM,5,false
475,ut odio,Vietnamese,medium,bronx,7:50 AM,4,true
476,malesuada in,Italian,expensive,brooklyn,5:57 PM,3,true
477,maecenas,Thai,cheap,queens,11:07 PM,5,false
478,amet sapien,Middle Eastern,cheap,manhattan,6:27 AM,4,true
479,eu massa donec,Fusion,expensive,queens,6:36 AM,5,true
480,ipsum,Vegetarian,expensive,queens,3:24 AM,1,true
481,eget eleifend,Vegan,medium,brooklyn,11:28 PM,4,true
482,primis in,Indian,expensive,queens,10:05 PM,5,true
483,turpis sed,Mexican,cheap,bronx,9:43 PM,5,true
484,augue,Thai,medium,bronx,1:34 AM,1,false
485,nulla eget,Thai,cheap,queens,4:32 PM,2,true
486,in quis,African,cheap,brooklyn,2:23 PM,3,true
487,placerat,Middle Eastern,expensive,manhattan,11:57 AM,5,true
488,nibh quisque id,Mediterranean,expensive,brooklyn,2:20 AM,2,false
489,ipsum,Spanish,medium,manhattan,2:00 AM,3,false
490,platea,Greek,expensive,queens,9:35 AM,1,false
491,condimentum curabitur in,Vegetarian,medium,manhattan,8:58 AM,1,false
492,faucibus,Middle Eastern,medium,staten_island,3:42 AM,3,true
493,curabitur,Greek,cheap,queens,1:27 PM,2,true
494,placerat,American,medium,manhattan,5:48 AM,3,false
495,pede,Spanish,cheap,queens,5:37 AM,4,true
496,nisi eu,Vietnamese,cheap,bronx,11:26 PM,1,false
497,nulla nisl nunc,Vietnamese,medium,brooklyn,1:11 PM,2,true
498,vestibulum sed magna,French,expensive,bronx,9:38 PM,5,true
499,ut,Mediterranean,medium,brooklyn,4:56 AM,5,false
500,eget rutrum at,Spanish,cheap,brooklyn,11:57 AM,4,false
501,ut,Vegetarian,medium,manhattan,6:45 AM,2,false
502,tincidunt ante vel,Japanese,expensive,queens,10:23 AM,3,true
503,consequat nulla,African,cheap,queens,1:32 AM,2,true
504,mauris viverra diam,Spanish,medium,manhattan,12:41 AM,5,true
505,nisl venenatis,Italian,cheap,manhattan,1:11 AM,4,true
506,ante vel,Mediterranean,expensive,manhattan,8:53 PM,4,false
507,nunc purus phasellus,Vietnamese,medium,queens,7:06 AM,3,true
508,elit,Mediterranean,expensive,queens,12:31 AM,4,true
509,pellentesque viverra pede,American,cheap,bronx,4:57 PM,4,true
510,amet cursus,Mediterranean,medium,staten_island,8:39 PM,2,true
511,magna,Greek,cheap,bronx,3:01 PM,4,true
512,rutrum nulla tellus,Italian,cheap,brooklyn,11:44 PM,5,true
513,nunc,Mexican,cheap,brooklyn,10:21 AM,1,true
514,consequat lectus in,American,cheap,bronx,5:00 PM,5,false
515,orci eget,Greek,cheap,queens,11:20 AM,1,false
516,erat quisque,American,cheap,bronx,2:10 PM,2,false
517,leo rhoncus,Vietnamese,expensive,brooklyn,5:11 PM,1,true
518,sit amet consectetuer,Indian,cheap,staten_island,7:03 AM,3,false
519,eget semper rutrum,Vegetarian,cheap,manhattan,8:15 PM,1,false
520,nisi at,Korean,cheap,queens,2:55 PM,5,true
521,sodales scelerisque,French,expensive,queens,10:31 PM,5,false
522,leo,Greek,cheap,brooklyn,3:27 PM,2,true
523,justo eu,Mexican,medium,manhattan,4:12 AM,2,false
524,amet,Fusion,medium,staten_island,3:41 PM,2,true
525,at dolor quis,French,cheap,brooklyn,6:37 AM,3,false
526,urna ut tellus,Vietnamese,expensive,bronx,7:16 AM,2,true
527,turpis,Caribbean,expensive,staten_island,10:35 AM,5,true
528,cras in purus,Fusion,medium,brooklyn,9:15 PM,1,false
529,tincidunt eget,African,expensive,staten_island,7:54 PM,2,true
530,magna,Caribbean,medium,queens,2:33 PM,1,true
531,sapien,Thai,expensive,brooklyn,4:31 AM,3,false
532,erat,Mexican,medium,brooklyn,11:13 AM,4,false
533,viverra,Mexican,medium,brooklyn,3:55 AM,1,true
534,imperdiet,Caribbean,expensive,bronx,1:43 AM,4,false
535,rutrum nulla tellus,Vegetarian,medium,staten_island,9:07 PM,4,true
536,in,American,expensive,brooklyn,7:38 PM,2,false
537,pede venenatis,Thai,expensive,queens,1:06 PM,3,false
538,posuere cubilia,Mexican,medium,manhattan,4:18 PM,2,false
539,ipsum,Vegan,medium,bronx,8:22 AM,1,false
540,massa,Korean,expensive,staten_island,9:29 PM,4,false
541,vestibulum ante,Vegan,cheap,brooklyn,5:45 AM,1,false
542,vel sem,African,medium,bronx,11:34 PM,3,false
543,enim sit amet,Chinese,expensive,staten_island,6:14 PM,4,false
544,turpis,Korean,expensive,staten_island,8:03 AM,4,false
545,donec,Vegetarian,medium,brooklyn,4:01 PM,4,false
546,semper,Brazilian,expensive,queens,2:40 PM,5,false
547,etiam vel,Vegetarian,medium,manhattan,10:01 PM,2,false
548,tincidunt ante vel,Fusion,expensive,queens,7:17 PM,5,false
549,volutpat dui,Thai,expensive,staten_island,2:09 AM,4,false
550,ornare,Italian,medium,manhattan,7:22 AM,3,true
551,mattis egestas metus,Mediterranean,expensive,staten_island,3:27 PM,2,false
552,mauris ullamcorper purus,African,cheap,manhattan,5:15 AM,3,false
553,et ultrices,Vietnamese,cheap,bronx,3:43 PM,5,true
554,sapien non mi,Japanese,expensive,staten_island,7:48 PM,1,false
555,magnis dis parturient,Chinese,expensive,brooklyn,8:54 PM,2,false
556,etiam faucibus cursus,Spanish,cheap,bronx,11:40 PM,4,true
557,nulla neque,Mediterranean,cheap,manhattan,4:04 PM,2,false
558,pede,Italian,expensive,queens,7:42 AM,4,false
559,leo maecenas pulvinar,Greek,expensive,bronx,8:29 PM,5,true
560,etiam,Italian,expensive,brooklyn,12:15 PM,3,false
561,in sagittis dui,Middle Eastern,expensive,manhattan,4:55 AM,2,false
562,ultrices enim,Spanish,expensive,staten_island,6:18 AM,3,true
563,vivamus,Vietnamese,expensive,staten_island,10:29 PM,3,true
564,nulla elit,Indian,medium,bronx,5:22 PM,3,true
565,lacinia aenean,Japanese,medium,manhattan,3:03 PM,3,false
566,fusce posuere,Vietnamese,expensive,manhattan,2:51 PM,4,false
567,accumsan odio,Greek,medium,brooklyn,6:11 AM,2,false
568,natoque penatibus et,Japanese,medium,queens,1:00 AM,1,false
569,hac,Brazilian,medium,manhattan,8:16 AM,3,false
570,sapien placerat ante,Vietnamese,cheap,manhattan,1:50 AM,3,true
571,eget eros,Japanese,cheap,queens,3:46 AM,1,false
572,etiam justo,Mediterranean,cheap,manhattan,5:03 PM,5,false
573,arcu libero rutrum,Vegan,cheap,brooklyn,8:31 AM,3,false
574,tristique tortor eu,Italian,expensive,brooklyn,2:42 AM,1,true
575,eu,Vietnamese,medium,brooklyn,6:05 AM,5,false
576,ac est lacinia,African,medium,manhattan,3:23 AM,5,true
577,ut,Brazilian,medium,manhattan,4:40 AM,2,false
578,nec nisi,Greek,medium,queens,11:09 AM,3,false
579,et magnis,Mexican,medium,bronx,1:32 AM,4,false
580,luctus,Mexican,expensive,staten_island,5:54 PM,2,false
581,odio,Vegan,expensive,bronx,9:43 PM,2,true
582,proin leo odio,Mediterranean,cheap,bronx,10:18 AM,4,true
583,ac,Chinese,medium,manhattan,9:47 AM,2,true
584,eleifend luctus,Caribbean,expensive,queens,3:25 PM,3,false
585,donec,Korean,medium,staten_island,11:48 AM,3,true
586,donec,Brazilian,expensive,manhattan,8:05 PM,3,true
587,turpis elementum,Vegan,medium,queens,7:17 AM,2,true
588,sollicitudin,Fusion,cheap,queens,12:02 AM,4,true
589,in,Korean,expensive,brooklyn,12:50 PM,5,true
590,donec ut dolor,Korean,medium,staten_island,3:03 AM,5,true
591,mi integer ac,Brazilian,cheap,bronx,9:19 PM,1,true
592,nam congue risus,Greek,medium,queens,5:39 AM,3,true
593,parturient,French,cheap,brooklyn,7:10 AM,4,false
594,turpis,Mediterranean,medium,bronx,10:12 PM,5,true
595,faucibus,Italian,expensive,staten_island,6:00 AM,2,false
596,vestibulum ante,Fusion,medium,queens,12:39 AM,4,true
597,nulla tellus in,Japanese,medium,staten_island,2:10 PM,1,false
598,pulvinar,Greek,expensive,manhattan,5:14 PM,4,false
599,pede posuere nonummy,Mediterranean,medium,staten_island,12:54 PM,4,false
600,nulla tempus,Japanese,expensive,staten_island,1:29 AM,1,true
601,donec posuere metus,Korean,expensive,queens,1:15 PM,5,true
602,fusce posuere,Italian,medium,queens,5:48 AM,2,false
603,lorem,Spanish,medium,staten_island,6:55 PM,1,true
604,vulputate,Mexican,expensive,queens,8:28 AM,4,true
605,ac,Spanish,cheap,manhattan,3:39 AM,4,true
606,consectetuer adipiscing elit,African,cheap,brooklyn,2:34 PM,5,true
607,lobortis convallis,Indian,expensive,manhattan,1:04 PM,1,false
608,volutpat sapien,Vietnamese,cheap,manhattan,1:22 AM,3,true
609,in faucibus,Spanish,expensive,brooklyn,7:02 AM,4,false
610,nec sem duis,Chinese,medium,manhattan,10:40 AM,2,false
611,sapien urna pretium,Vegan,cheap,queens,7:23 AM,2,true
612,duis,Vegetarian,expensive,queens,1:05 PM,5,false
613,duis faucibus,Mediterranean,cheap,bronx,8:02 AM,1,true
614,massa id lobortis,Vegan,cheap,manhattan,4:20 PM,3,true
615,blandit non,Thai,medium,manhattan,1:11 PM,2,true
616,id nulla ultrices,Italian,expensive,brooklyn,4:00 AM,4,false
617,vestibulum rutrum,Mediterranean,cheap,queens,11:39 PM,2,false
618,odio,American,cheap,bronx,8:15 AM,2,false
619,volutpat quam pede,Caribbean,expensive,brooklyn,1:28 AM,3,false
620,aliquam,Vegan,cheap,manhattan,9:49 AM,4,true
621,congue etiam justo,Mexican,cheap,queens,3:24 PM,4,true
622,tortor eu,Fusion,medium,bronx,2:32 AM,1,true
623,lacinia erat,Korean,expensive,queens,10:01 AM,4,false
624,placerat praesent,American,expensive,staten_island,9:14 AM,2,false
625,aliquam convallis,Indian,medium,bronx,12:06 PM,5,false
626,eros viverra,French,cheap,staten_island,10:38 AM,2,true
627,potenti cras in,Chinese,medium,staten_island,4:04 PM,4,false
628,imperdiet nullam orci,Greek,expensive,brooklyn,5:32 AM,5,false
629,primis in,African,medium,manhattan,8:05 PM,5,false
630,porttitor,French,cheap,staten_island,4:03 PM,2,true
631,tortor sollicitudin,Italian,medium,staten_island,1:02 PM,3,false
632,in felis eu,Spanish,cheap,bronx,1:44 AM,3,false
633,non velit nec,Spanish,medium,brooklyn,4:11 AM,3,true
634,imperdiet sapien,Spanish,cheap,bronx,12:29 PM,1,true
635,quisque ut erat,Middle Eastern,medium,manhattan,1:25 PM,5,false
636,id sapien,Brazilian,expensive,brooklyn,6:11 AM,3,false
637,in sagittis dui,Vegan,medium,manhattan,6:06 AM,4,false
638,ipsum ac tellus,Vegetarian,expensive,bronx,7:42 AM,1,false
639,nisl ut,Thai,expensive,staten_island,12:18 AM,4,true
640,quisque,Indian,medium,bronx,9:01 AM,2,true
641,lacus curabitur at,Mexican,medium,queens,11:20 AM,2,false
642,mauris,Vietnamese,expensive,bronx,7:06 AM,4,false
643,posuere cubilia,Spanish,expensive,queens,1:12 PM,1,false
644,nec sem,Japanese,cheap,brooklyn,11:29 PM,3,false
645,parturient montes,Chinese,medium,brooklyn,3:21 PM,4,false
646,amet,Indian,expensive,queens,4:34 PM,1,true
647,eleifend luctus ultricies,Greek,cheap,staten_island,7:10 AM,5,true
648,molestie nibh in,Mediterranean,cheap,manhattan,1:37 AM,1,false
649,non ligula pellentesque,Middle Eastern,cheap,brooklyn,7:45 AM,2,false
650,ultricies eu,Middle Eastern,cheap,brooklyn,9:32 PM,4,false
651,morbi,Brazilian,expensive,staten_island,6:51 PM,2,true
652,interdum eu,Fusion,medium,bronx,7:59 AM,5,false
653,blandit ultrices,Vietnamese,medium,bronx,8:23 AM,2,false
654,ante vel,Japanese,cheap,bronx,7:00 AM,3,false
655,quam,Spanish,expensive,brooklyn,6:12 PM,1,false
656,ipsum primis,Fusion,expensive,staten_island,1:58 PM,2,false
657,consequat,Greek,medium,brooklyn,8:11 AM,1,true
658,at turpis a,Middle Eastern,medium,queens,12:08 AM,5,true
659,non mauris morbi,Vietnamese,cheap,staten_island,11:00 AM,4,false
660,tortor,Middle Eastern,cheap,brooklyn,5:23 PM,5,false
661,semper sapien,Middle Eastern,cheap,bronx,8:21 AM,1,false
662,sit amet,Indian,medium,bronx,2:48 AM,2,true
663,nibh,Chinese,expensive,bronx,5:36 AM,5,false
664,ridiculus mus vivamus,Mexican,expensive,staten_island,2:40 AM,4,false
665,semper,American,cheap,brooklyn,12:29 AM,4,true
666,ut,Spanish,medium,staten_island,12:48 PM,5,false
667,curae mauris viverra,Indian,medium,bronx,11:16 AM,5,true
668,vestibulum,Vietnamese,medium,queens,9:42 PM,2,true
669,felis donec semper,Greek,medium,bronx,2:56 AM,1,true
670,lectus,Mexican,medium,brooklyn,6:00 AM,4,false
671,nec euismod scelerisque,Caribbean,cheap,queens,7:28 PM,4,true
672,adipiscing molestie,Vietnamese,cheap,queens,2:27 PM,5,false
673,primis in faucibus,Japanese,cheap,manhattan,1:28 PM,2,false
674,mauris eget massa,French,expensive,queens,9:41 AM,3,true
675,nulla tempus vivamus,American,medium,brooklyn,9:24 AM,3,true
676,mauris,African,expensive,bronx,10:04 AM,1,true
677,aliquet maecenas,French,medium,brooklyn,3:00 PM,3,true
678,nonummy,Greek,medium,manhattan,9:58 AM,4,false
679,amet nulla quisque,Middle Eastern,expensive,queens,5:10 AM,2,false
680,lectus aliquam,Korean,expensive,manhattan,12:13 AM,5,true
681,dapibus at diam,Indian,cheap,staten_island,6:35 PM,3,false
682,est,Brazilian,expensive,bronx,8:14 AM,4,true
683,vulputate justo,Indian,expensive,manhattan,3:46 PM,5,true
684,lacus curabitur,Mexican,medium,brooklyn,2:50 AM,5,true
685,posuere cubilia curae,Middle Eastern,expensive,brooklyn,11:12 PM,3,false
686,integer,Brazilian,expensive,brooklyn,6:02 PM,2,true
687,sed justo pellentesque,African,expensive,manhattan,1:10 PM,5,false
688,donec posuere,Middle Eastern,expensive,brooklyn,12:09 PM,1,true
689,duis,American,medium,staten_island,3:27 PM,5,true
690,ultrices posuere cubilia,Greek,cheap,manhattan,9:52 PM,3,true
691,ipsum primis in,Fusion,cheap,brooklyn,7:30 AM,3,false
692,nullam,Middle Eastern,cheap,manhattan,8:32 PM,2,true
693,duis,Caribbean,cheap,bronx,4:11 AM,1,false
694,faucibus orci,Middle Eastern,medium,manhattan,4:41 AM,2,false
695,rutrum,French,cheap,brooklyn,2:25 PM,5,false
696,nulla pede ullamcorper,Vegan,expensive,brooklyn,4:50 AM,3,true
697,porttitor pede justo,Mexican,expensive,brooklyn,12:14 AM,4,true
698,augue vestibulum rutrum,Fusion,cheap,staten_island,3:41 AM,5,true
699,mi sit,Greek,cheap,manhattan,9:46 PM,4,true
700,mauris,Greek,cheap,staten_island,11:06 AM,2,true
701,tortor quis,Greek,expensive,manhattan,11:57 AM,5,true
702,interdum,French,cheap,manhattan,9:23 AM,2,false
703,ante ipsum primis,Brazilian,medium,queens,3:45 AM,1,false
704,blandit mi in,American,cheap,manhattan,11:24 AM,3,false
705,fusce lacus purus,Vegan,medium,manhattan,12:45 AM,3,false
706,in faucibus orci,Mexican,cheap,manhattan,2:55 AM,2,true
707,vel est,African,medium,staten_island,6:04 PM,2,false
708,purus aliquet at,African,expensive,brooklyn,3:17 AM,5,false
709,non mattis,Mexican,medium,queens,4:57 PM,3,false
710,est lacinia nisi,Brazilian,cheap,bronx,2:19 AM,1,false
711,adipiscing elit proin,Vegetarian,expensive,bronx,5:55 PM,1,false
712,luctus,Indian,cheap,brooklyn,9:48 PM,5,false
713,ut rhoncus,Caribbean,medium,manhattan,7:47 AM,5,false
714,in faucibus,Vegetarian,expensive,staten_island,4:59 AM,4,false
715,aliquet,Middle Eastern,cheap,manhattan,8:46 AM,5,true
716,curabitur gravida nisi,Brazilian,cheap,queens,4:24 PM,3,true
717,at nulla suspendisse,Chinese,expensive,manhattan,10:08 PM,4,true
718,luctus et ultrices,Vegetarian,cheap,bronx,6:23 PM,2,true
719,mattis,Vegan,expensive,manhattan,12:29 PM,1,false
720,phasellus id sapien,African,expensive,staten_island,3:58 PM,4,true
721,nunc nisl,Vietnamese,medium,brooklyn,2:49 AM,1,false
722,quisque,Vegan,medium,brooklyn,9:18 PM,4,true
723,id,Mediterranean,expensive,staten_island,2:17 PM,1,true
724,etiam,Greek,medium,manhattan,10:43 PM,4,true
725,suspendisse ornare,Korean,expensive,bronx,2:57 PM,4,false
726,at,Mediterranean,expensive,manhattan,7:41 PM,5,false
727,fusce consequat nulla,American,cheap,staten_island,6:35 AM,3,false
728,eu felis,Chinese,expensive,manhattan,1:40 PM,3,false
729,odio,Korean,medium,brooklyn,6:52 PM,4,false
730,proin eu,Chinese,medium,staten_island,3:13 PM,3,false
731,nec,Vietnamese,expensive,bronx,7:03 AM,3,true
732,vel est,Chinese,cheap,manhattan,9:42 PM,3,true
733,erat curabitur gravida,Spanish,medium,bronx,12:11 PM,3,false
734,semper interdum mauris,French,expensive,manhattan,11:12 PM,3,true
735,interdum,Vegetarian,medium,brooklyn,6:43 PM,3,true
736,consequat varius integer,Vegan,expensive,queens,6:34 AM,3,false
737,sociis natoque,Korean,medium,staten_island,7:17 AM,1,true
738,vestibulum vestibulum,Mexican,cheap,manhattan,12:26 PM,4,false
739,sed,Japanese,expensive,manhattan,1:45 AM,2,false
740,morbi vestibulum,Thai,medium,staten_island,7:42 AM,5,true
741,vivamus vel,Mediterranean,medium,brooklyn,8:03 PM,3,true
742,dignissim vestibulum,Greek,expensive,manhattan,5:43 PM,1,true
743,at,Mexican,cheap,bronx,11:26 PM,5,false
744,vestibulum,Vegan,expensive,brooklyn,7:30 PM,5,true
745,convallis tortor risus,Thai,cheap,brooklyn,12:26 AM,2,true
746,tempus sit,Middle Eastern,medium,brooklyn,1:33 AM,2,true
747,eleifend,Caribbean,cheap,staten_island,8:57 AM,4,true
748,sit amet eleifend,Indian,medium,bronx,10:10 AM,3,true
749,integer,French,cheap,bronx,5:02 AM,1,true
750,montes nascetur,Mexican,cheap,manhattan,6:15 PM,5,false
751,varius nulla facilisi,Japanese,medium,brooklyn,11:31 PM,5,true
752,venenatis lacinia,Vegetarian,expensive,staten_island,5:00 PM,5,false
753,ante ipsum primis,Greek,medium,staten_island,7:58 AM,5,true
754,sapien,French,expensive,bronx,6:47 PM,3,false
755,lacinia,Brazilian,expensive,bronx,11:42 PM,1,false
756,nullam porttitor lacus,Vegan,cheap,brooklyn,3:21 AM,5,true
757,diam,Greek,expensive,brooklyn,7:45 AM,5,true
758,nullam,Thai,expensive,queens,9:47 AM,2,true
759,et,Chinese,expensive,staten_island,7:22 AM,1,true
760,quam pharetra,French,cheap,bronx,8:22 AM,3,true
761,hac habitasse platea,Chinese,expensive,staten_island,11:58 AM,5,false
762,sapien,Vietnamese,cheap,brooklyn,9:07 PM,4,true
763,in sapien iaculis,Japanese,cheap,manhattan,12:10 PM,2,true
764,volutpat,Mexican,expensive,staten_island,1:41 PM,5,true
765,ac neque,Vietnamese,medium,queens,10:50 AM,2,true
766,mauris vulputate elementum,Greek,cheap,queens,2:49 PM,5,false
767,vulputate,Mexican,cheap,staten_island,7:47 AM,4,false
768,id consequat in,Mexican,medium,queens,11:50 AM,5,false
769,diam cras pellentesque,Greek,cheap,staten_island,2:00 AM,4,false
770,at nibh in,Korean,expensive,brooklyn,6:31 AM,3,true
771,id turpis integer,Italian,medium,staten_island,2:40 PM,5,true
772,nulla quisque arcu,Greek,cheap,manhattan,4:52 AM,4,true
773,luctus et ultrices,Vegan,medium,queens,8:25 AM,2,true
774,ante,African,cheap,manhattan,6:11 PM,5,false
775,vestibulum aliquet ultrices,Greek,cheap,queens,11:00 PM,2,true
776,non,Middle Eastern,cheap,bronx,10:28 AM,4,false
777,nullam varius,Korean,medium,manhattan,12:44 PM,3,false
778,in,Caribbean,medium,bronx,7:10 PM,4,true
779,rutrum,Korean,medium,staten_island,3:23 PM,3,true
780,ut suscipit,Vietnamese,medium,staten_island,7:37 PM,3,false
781,nonummy,Brazilian,cheap,brooklyn,12:57 AM,4,false
782,mi integer,Brazilian,expensive,staten_island,3:39 PM,4,true
783,quis tortor,Caribbean,expensive,bronx,4:15 AM,5,true
784,nulla suspendisse,Caribbean,cheap,manhattan,12:09 AM,1,false
785,sapien placerat,Italian,medium,brooklyn,1:10 PM,1,true
786,nulla,Mediterranean,cheap,staten_island,5:06 PM,2,true
787,nulla suscipit,African,cheap,staten_island,7:23 PM,2,false
788,metus,Greek,expensive,bronx,10:43 AM,3,false
789,quis,Vegan,expensive,bronx,1:48 AM,5,true
790,vitae quam,Mediterranean,medium,brooklyn,3:17 PM,2,false
791,tellus in,Vegan,cheap,brooklyn,4:26 PM,3,false
792,lacus at,Spanish,medium,staten_island,12:58 PM,2,false
793,sit,American,expensive,queens,9:23 PM,5,false
794,sit,Mexican,medium,staten_island,7:37 AM,1,false
795,eget,Mexican,expensive,queens,5:49 PM,5,false
796,lectus,Indian,cheap,staten_island,11:29 AM,2,false
797,volutpat,American,cheap,staten_island,2:41 PM,1,false
798,neque aenean auctor,Korean,expensive,brooklyn,12:57 AM,2,false
799,non mauris morbi,Fusion,medium,manhattan,3:02 AM,5,false
800,parturient montes nascetur,Korean,medium,bronx,6:08 AM,5,false
801,at vulputate vitae,Spanish,cheap,staten_island,4:32 PM,2,false
802,amet erat nulla,Greek,expensive,staten_island,5:33 PM,4,true
803,dignissim,Chinese,expensive,brooklyn,10:26 PM,3,false
804,leo,Mediterranean,medium,queens,10:17 PM,3,true
805,orci pede venenatis,Brazilian,medium,queens,3:33 PM,1,false
806,vivamus in felis,Brazilian,cheap,staten_island,4:15 AM,2,false
807,massa donec dapibus,Fusion,medium,brooklyn,6:38 AM,3,false
808,neque,Vegan,expensive,brooklyn,1:25 AM,1,true
809,sagittis sapien,Brazilian,expensive,bronx,10:50 PM,1,false
810,nec,Vegan,cheap,staten_island,6:46 AM,5,false
811,in magna,Vietnamese,expensive,bronx,9:50 AM,2,false
812,mauris,Indian,cheap,manhattan,11:39 AM,3,false
813,suscipit,African,expensive,queens,7:18 PM,4,false
814,dictumst maecenas,French,medium,manhattan,2:07 PM,1,false
815,aliquet massa id,Italian,cheap,bronx,4:10 AM,2,false
816,sed augue,Italian,expensive,brooklyn,10:50 AM,2,false
817,accumsan odio curabitur,Mediterranean,medium,queens,8:03 AM,2,false
818,sapien varius ut,Vegetarian,expensive,manhattan,11:28 PM,3,false
819,purus eu,Korean,expensive,manhattan,8:25 AM,4,true
820,diam cras,African,medium,manhattan,8:58 PM,5,false
821,donec dapibus duis,Mediterranean,expensive,staten_island,7:54 PM,2,false
822,libero nullam sit,Brazilian,cheap,staten_island,12:09 AM,1,true
823,etiam faucibus,Vegan,expensive,staten_island,5:31 PM,4,true
824,montes nascetur ridiculus,Spanish,expensive,manhattan,2:06 AM,1,true
825,platea,Greek,expensive,bronx,6:00 AM,4,true
826,volutpat eleifend,Caribbean,medium,queens,3:04 AM,1,false
827,consectetuer adipiscing elit,Vegan,expensive,brooklyn,9:07 PM,5,false
828,et ultrices posuere,Mexican,medium,queens,4:10 PM,3,true
829,quisque porta,Spanish,cheap,manhattan,3:35 AM,2,true
830,pretium,Mediterranean,medium,bronx,10:23 PM,3,false
831,vel nisl,Thai,expensive,staten_island,3:35 PM,1,false
832,vitae consectetuer,Mediterranean,expensive,manhattan,3:32 AM,3,true
833,nunc viverra,Spanish,expensive,staten_island,6:48 PM,1,false
834,vivamus,Vegan,medium,brooklyn,4:28 AM,5,false
835,purus,Thai,expensive,manhattan,5:30 PM,1,true
836,platea,Mexican,expensive,queens,1:02 AM,4,true
837,donec quis,Spanish,expensive,brooklyn,4:41 AM,1,false
838,praesent blandit,Japanese,medium,manhattan,1:38 AM,3,true
839,suspendisse potenti nullam,Indian,medium,brooklyn,9:39 AM,1,false
840,habitasse,Middle Eastern,cheap,queens,1:33 PM,3,false
841,tristique fusce,Vegan,expensive,queens,5:22 AM,3,false
842,nibh,French,cheap,staten_island,2:24 AM,1,true
843,in felis eu,Brazilian,medium,queens,4:08 AM,1,true
844,nascetur,Brazilian,cheap,brooklyn,4:29 PM,2,true
845,pede morbi,Greek,cheap,manhattan,4:11 PM,1,true
846,cursus vestibulum,French,expensive,brooklyn,5:50 AM,2,true
847,maecenas,Chinese,medium,manhattan,5:23 AM,3,true
848,lacus,Brazilian,expensive,manhattan,9:35 AM,5,false
849,maecenas leo odio,Vegetarian,cheap,queens,7:56 AM,2,false
850,consequat lectus,Middle Eastern,expensive,staten_island,5:15 AM,2,false
851,sed tincidunt eu,Vietnamese,expensive,manhattan,5:14 PM,3,false
852,est,Greek,expensive,queens,10:35 AM,2,false
853,vulputate elementum,Japanese,cheap,queens,4:24 AM,5,false
